emisora,fecha,hora,descripcion,titulos,precio,tasa,plazo,intereses,impuestos,comision,importe,saldo
GBMF2 BF,02/10/20,1:11:00,Compra Soc.de Inv.- Cliente             ,36584.00,36.90,0.00,0.00,0.00,0.00,0.00,1350022.88,-1349993.90
TSLA *,02/10/20,2:15:43,Compra de Acciones.,10.00,9085.00,0.00,0.00,0.00,36.34,227.13,91113.47,-1441107.37
NVDA *,02/10/20,2:15:56,Compra de Acciones.,18.00,11400.00,0.00,0.00,0.00,82.08,513.00,205795.08,-1646902.45
AAPL *,02/10/20,2:15:56,Compra de Acciones.,82.00,2458.00,0.00,0.00,0.00,80.62,503.89,202140.51,-1849042.96
AMZN *,02/10/20,2:18:02,Compra de Acciones.,2.00,68054.24,0.00,0.00,0.00,54.44,340.27,136503.19,-1985546.15
MSFT *,02/10/20,2:18:32,Compra de Acciones.,6.00,4512.00,0.00,0.00,0.00,10.83,67.68,27150.51,-2012696.66
FB *,02/10/20,2:19:33,Compra de Acciones.,12.00,5669.78,0.00,0.00,0.00,27.21,170.09,68234.67,-2080931.33
PYPL *,02/10/20,2:20:00,Compra de Acciones.,16.00,4190.00,0.00,0.00,0.00,26.82,167.60,67234.42,-2148165.75
NFLX *,02/10/20,2:21:02,Compra de Acciones.,6.00,10987.00,0.00,0.00,0.00,26.37,164.81,66113.17,-2214278.92
ZM *,02/10/20,2:23:22,Compra de Acciones.,14.00,10506.00,0.00,0.00,0.00,58.83,367.71,147510.54,-2361789.47
FDX *,02/10/20,2:24:13,Compra de Acciones.,24.00,5578.63,0.00,0.00,0.00,53.55,334.72,134275.39,-2496064.86
PTON *,02/10/20,2:41:24,Compra de Acciones.,46.00,2369.99,0.00,0.00,0.00,43.61,272.55,109335.70,-2605400.55
GBMF2 BF,06/10/20,7:42:41,Venta Soc.de Inv.- Cliente              ,34014.00,36.91,0.00,0.00,0.00,0.00,0.00,1255406.54,-1349994.02
GBMF2 BF,06/10/20,12:18:46,Venta Soc.de Inv.- Cliente              ,1491.00,36.91,0.00,0.00,0.00,0.00,0.00,55030.61,-1294963.41
AAPL *,12/10/20,1:44:18,Venta de Acciones.,70.00,2638.00,0.00,0.00,0.00,59.09,369.32,184231.59,-1110731.82
AMZN *,12/10/20,1:45:16,Venta de Acciones.,2.00,73964.97,0.00,0.00,0.00,47.34,295.86,147586.74,-963145.08
FB *,12/10/20,1:45:42,Venta de Acciones.,5.00,5921.11,0.00,0.00,0.00,9.47,59.21,29536.87,-933608.21
FB *,12/10/20,1:45:52,Venta de Acciones.,7.00,5921.00,0.00,0.00,0.00,13.26,82.89,41350.84,-892257.37
MSFT *,12/10/20,1:47:29,Venta de Acciones.,3.00,4734.01,0.00,0.00,0.00,4.54,28.40,14169.08,-878088.29
NFLX *,12/10/20,1:48:21,Venta de Acciones.,3.00,11620.00,0.00,0.00,0.00,11.16,69.72,34779.12,-843309.16
FDX *,12/10/20,1:49:30,Venta de Acciones.,2.00,5780.00,0.00,0.00,0.00,3.70,23.12,11533.18,-831775.98
NVDA *,12/10/20,1:49:31,Venta de Acciones.,13.00,12150.00,0.00,0.00,0.00,50.54,315.90,157583.56,-674192.43
PTON *,12/10/20,1:49:40,Venta de Acciones.,10.00,2712.25,0.00,0.00,0.00,8.68,54.25,27059.58,-647132.85
PTON *,12/10/20,1:49:40,Venta de Acciones.,10.00,2712.25,0.00,0.00,0.00,8.68,54.25,27059.58,-620073.28
PTON *,12/10/20,1:49:40,Venta de Acciones.,20.00,2712.25,0.00,0.00,0.00,17.36,108.49,54119.15,-565954.12
PYPL *,12/10/20,1:50:24,Venta de Acciones.,16.00,4325.00,0.00,0.00,0.00,22.14,138.40,69039.46,-496914.67
TSLA *,12/10/20,1:51:48,Venta de Acciones.,10.00,9500.00,0.00,0.00,0.00,30.40,190.00,94779.60,-402135.07
ZM *,12/10/20,1:51:53,Venta de Acciones.,14.00,10630.00,0.00,0.00,0.00,47.62,297.64,148474.74,-253660.33
FDX *,12/10/20,1:54:36,Venta de Acciones.,2.00,5780.00,0.00,0.00,0.00,3.70,23.12,11533.18,-242127.15
SHV *,12/10/20,2:07:44,Compra de Acciones.,200.00,2348.55,0.00,0.00,0.00,150.31,939.42,470799.73,-712926.88
SHV *,12/10/20,2:07:44,Compra de Acciones.,140.00,2348.55,0.00,0.00,0.00,105.22,657.59,329559.81,-1042486.69
FDX *,12/10/20,2:22:58,Venta de Acciones.,8.00,5780.00,0.00,0.00,0.00,14.80,92.48,46132.72,-996353.96
GBMF2 BF,14/10/20,7:43:42,Compra Soc.de Inv.- Cliente             ,8089.00,36.92,0.00,0.00,0.00,0.00,0.00,298615.77,-1294969.74
GBMF2 BF,15/10/20,10:44:36,Venta Soc.de Inv.- Cliente              ,2708.00,36.92,0.00,0.00,0.00,0.00,0.00,99971.57,-1194998.16
GBMF2 BF,20/10/20,1:12:53,Compra Soc.de Inv.- Cliente             ,5416.00,36.92,0.00,0.00,0.00,0.00,0.00,199982.35,-1394980.51
SHV *,20/10/20,1:16:18,Compra de Acciones.,2.00,2334.00,0.00,0.00,0.00,1.12,7.00,4676.12,-1399656.63
SHV *,20/10/20,1:17:55,Compra de Acciones.,98.00,2334.00,0.00,0.00,0.00,54.90,343.10,229129.99,-1628786.63
GBMF2 BF,22/10/20,7:44:29,Venta Soc.de Inv.- Cliente              ,2269.00,36.93,0.00,0.00,0.00,0.00,0.00,83794.59,-1544992.04
GBMF2 BF,23/10/20,12:37:40,Venta Soc.de Inv.- Cliente              ,1443.00,36.94,0.00,0.00,0.00,0.00,0.00,53299.32,-1491692.72
GBMF2 BF,28/10/20,8:27:36,Venta Soc.de Inv.- Cliente              ,1624.00,36.94,0.00,0.00,0.00,0.00,0.00,59992.88,-1431699.83
GBMF2 BF,28/10/20,8:28:13,Venta Soc.de Inv.- Cliente              ,488.00,36.94,0.00,0.00,0.00,0.00,0.00,18027.42,-1413672.42
GBMF2 BF,30/10/20,11:36:59,Venta Soc.de Inv.- Cliente              ,812.00,36.94,0.00,0.00,0.00,0.00,0.00,29998.81,-1383673.61
GBMF2 BF,30/10/20,12:11:31,Venta Soc.de Inv.- Cliente              ,6225.00,36.94,0.00,0.00,0.00,0.00,0.00,229978.56,-1153695.05
WALMEX *,05/11/20,12:27:28,Venta de Acciones.,300.00,54.50,0.00,0.00,0.00,5.23,32.70,16312.07,-1137382.98
WALMEX *,05/11/20,12:27:28,Venta de Acciones.,200.00,54.50,0.00,0.00,0.00,3.49,21.80,10874.71,-1126508.27
GBMF2 BF,06/11/20,7:47:03,Compra Soc.de Inv.- Cliente             ,1.00,36.95,0.00,0.00,0.00,0.00,0.00,36.95,-1126545.22
GBMF2 BF,06/11/20,10:57:42,Venta Soc.de Inv.- Cliente              ,712.00,36.95,0.00,0.00,0.00,0.00,0.00,26309.79,-1100235.43
GBMF2 BF,09/11/20,7:47:09,Compra Soc.de Inv.- Cliente             ,736.00,36.96,0.00,0.00,0.00,0.00,0.00,27199.33,-1127434.76
SHV *,10/11/20,8:50:12,Venta de Acciones.,440.00,2256.70,0.00,0.00,0.00,317.74,1985.90,990644.36,-111771.43
AAPL *,10/11/20,8:51:14,Venta de Acciones.,4.00,2380.00,0.00,0.00,0.00,3.05,19.04,9497.91,-102273.52
AAPL *,10/11/20,8:51:14,Venta de Acciones.,38.00,2380.00,0.00,0.00,0.00,28.94,180.88,90230.18,-12043.34
GBMF2 BF,10/11/20,10:11:58,Venta Soc.de Inv.- Cliente              ,677.00,36.96,0.00,0.00,0.00,0.00,0.00,25018.96,-1102415.79
PTON *,10/11/20,10:54:21,Venta de Acciones.,26.00,2132.01,0.00,0.00,0.00,17.74,110.86,55303.66,43260.32
KIMBER A,10/11/20,2:24:59,Compra de Acciones.,100.00,31.48,0.00,0.00,0.00,1.01,6.30,3155.30,40105.01
KIMBER A,10/11/20,2:25:29,Compra de Acciones.,80.00,31.48,0.00,0.00,0.00,0.81,5.04,2524.24,37580.77
KIMBER A,10/11/20,2:25:30,Compra de Acciones.,2545.00,31.48,0.00,0.00,0.00,25.64,160.23,80302.47,-42721.70
GBMF2 BF,12/11/20,7:47:20,Compra Soc.de Inv.- Cliente             ,28676.00,36.96,0.00,0.00,0.00,0.00,0.00,1059798.98,-1102520.68
TERRA 13,12/11/20,10:44:15,Compra de Acciones.,470.00,29.15,0.00,0.00,0.00,3.29,20.55,13724.34,-846269.02
TERRA 13,12/11/20,10:44:15,Compra de Acciones.,240.00,29.15,0.00,0.00,0.00,1.68,10.49,7008.17,-853277.20
TERRA 13,12/11/20,10:44:15,Compra de Acciones.,100.00,29.15,0.00,0.00,0.00,0.70,4.37,2920.07,-856197.27
TERRA 13,12/11/20,10:44:15,Compra de Acciones.,1000.00,29.15,0.00,0.00,0.00,7.00,43.73,29200.72,-885397.99
TERRA 13,12/11/20,10:44:15,Compra de Acciones.,751.00,29.15,0.00,0.00,0.00,5.25,32.84,21929.74,-907327.73
GBMF2 BF,12/11/20,12:02:39,Venta Soc.de Inv.- Cliente              ,9611.00,36.96,0.00,0.00,0.00,0.00,0.00,355200.45,-747320.23
CSCO *,12/11/20,12:17:55,Compra de Acciones.,107.00,795.00,0.00,0.00,0.00,20.42,127.60,85213.01,-992540.74
GBMF2 BF,12/11/20,1:15:45,Compra Soc.de Inv.- Cliente             ,2306.00,36.96,0.00,0.00,0.00,0.00,0.00,85224.45,-832544.69
CSCO *,13/11/20,8:34:30,Venta de Acciones.,5.00,848.50,0.00,0.00,0.00,1.02,6.36,4235.12,-988305.63
CSCO *,13/11/20,8:34:30,Venta de Acciones.,102.00,848.50,0.00,0.00,0.00,20.77,129.82,86396.41,-901909.22
TERRA 13,13/11/20,10:06:11,Venta de Acciones.,32.00,29.63,0.00,0.00,0.00,0.23,1.42,946.51,-900962.71
TERRA 13,13/11/20,10:08:42,Venta de Acciones.,33.00,29.49,0.00,0.00,0.00,0.23,1.46,971.48,-899991.23
TERRA 13,13/11/20,10:09:37,Venta de Acciones.,32.00,29.48,0.00,0.00,0.00,0.23,1.42,941.72,-899049.51
TERRA 13,13/11/20,10:10:32,Venta de Acciones.,33.00,29.48,0.00,0.00,0.00,0.23,1.46,971.15,-898078.37
TERRA 13,13/11/20,10:11:22,Venta de Acciones.,100.00,29.48,0.00,0.00,0.00,0.71,4.42,2942.87,-895135.50
TERRA 13,13/11/20,10:11:27,Venta de Acciones.,33.00,29.48,0.00,0.00,0.00,0.23,1.46,971.15,-894164.35
TERRA 13,13/11/20,10:12:06,Venta de Acciones.,469.00,29.48,0.00,0.00,0.00,3.32,20.74,13802.06,-880362.29
FIBRAPL 14,13/11/20,10:15:15,Compra de Acciones.,181.00,42.47,0.00,0.00,0.00,1.84,11.53,7700.45,-888062.73
FIBRAPL 14,13/11/20,10:15:15,Compra de Acciones.,100.00,42.47,0.00,0.00,0.00,1.02,6.37,4254.39,-892317.12
FIBRAPL 14,13/11/20,10:16:52,Compra de Acciones.,100.00,42.50,0.00,0.00,0.00,1.02,6.38,4257.40,-896574.52
FIBRAPL 14,13/11/20,10:16:52,Compra de Acciones.,10.00,42.50,0.00,0.00,0.00,0.10,0.64,425.74,-897000.26
FIBRAPL 14,13/11/20,10:19:33,Compra de Acciones.,100.00,42.64,0.00,0.00,0.00,1.02,6.40,4271.42,-901271.67
FIBRAPL 14,13/11/20,10:19:33,Compra de Acciones.,100.00,42.64,0.00,0.00,0.00,1.02,6.40,4271.42,-905543.09
FIBRAPL 14,13/11/20,10:19:34,Compra de Acciones.,100.00,42.63,0.00,0.00,0.00,1.02,6.39,4270.42,-909813.51
FIBRAPL 14,13/11/20,10:19:34,Compra de Acciones.,100.00,42.64,0.00,0.00,0.00,1.02,6.40,4271.42,-914084.93
FIBRAPL 14,13/11/20,10:19:34,Compra de Acciones.,100.00,42.64,0.00,0.00,0.00,1.02,6.40,4271.42,-918356.35
FIBRAPL 14,13/11/20,10:19:57,Compra de Acciones.,100.00,42.68,0.00,0.00,0.00,1.02,6.40,4275.43,-922631.78
FIBRAPL 14,13/11/20,10:19:57,Compra de Acciones.,100.00,42.68,0.00,0.00,0.00,1.02,6.40,4275.43,-926907.20
FIBRAPL 14,13/11/20,10:19:57,Compra de Acciones.,100.00,42.68,0.00,0.00,0.00,1.02,6.40,4275.43,-931182.63
FIBRAPL 14,13/11/20,10:19:57,Compra de Acciones.,100.00,42.68,0.00,0.00,0.00,1.02,6.40,4275.43,-935458.06
FIBRAPL 14,13/11/20,10:27:01,Compra de Acciones.,100.00,42.65,0.00,0.00,0.00,1.02,6.40,4272.42,-939730.48
FIBRAPL 14,13/11/20,10:28:31,Compra de Acciones.,3080.00,42.65,0.00,0.00,0.00,31.53,197.04,131590.57,-1071321.05
FIBRAPL 14,13/11/20,10:28:31,Compra de Acciones.,643.00,42.65,0.00,0.00,0.00,6.58,41.14,27471.67,-1098792.71
FIBRAPL 14,13/11/20,11:05:10,Venta de Acciones.,20.00,43.24,0.00,0.00,0.00,0.21,1.30,863.30,-1097929.42
FIBRAPL 14,13/11/20,11:05:14,Venta de Acciones.,500.00,43.24,0.00,0.00,0.00,5.19,32.43,21582.38,-1076347.04
FIBRAPL 14,13/11/20,11:06:04,Venta de Acciones.,20.00,43.24,0.00,0.00,0.00,0.21,1.30,863.30,-1075483.74
FIBRAPL 14,13/11/20,11:06:12,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1071168.26
FIBRAPL 14,13/11/20,11:06:12,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1066852.79
FIBRAPL 14,13/11/20,11:06:12,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1062537.31
FIBRAPL 14,13/11/20,11:06:12,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1058221.83
FIBRAPL 14,13/11/20,11:06:12,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1053906.35
FIBRAPL 14,13/11/20,11:06:12,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1049590.87
FIBRAPL 14,13/11/20,11:06:12,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1045275.40
FIBRAPL 14,13/11/20,11:06:12,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1040959.92
FIBRAPL 14,13/11/20,11:06:13,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1036644.44
FIBRAPL 14,13/11/20,11:06:13,Venta de Acciones.,100.00,43.23,0.00,0.00,0.00,1.04,6.48,4315.48,-1032328.96
FIBRAPL 14,13/11/20,11:06:31,Venta de Acciones.,20.00,43.22,0.00,0.00,0.00,0.21,1.30,862.90,-1031466.07
FIBRAPL 14,13/11/20,11:06:31,Venta de Acciones.,100.00,43.22,0.00,0.00,0.00,1.04,6.48,4314.48,-1027151.59
FIBRAPL 14,13/11/20,11:06:31,Venta de Acciones.,100.00,43.22,0.00,0.00,0.00,1.04,6.48,4314.48,-1022837.11
FIBRAPL 14,13/11/20,11:06:31,Venta de Acciones.,100.00,43.22,0.00,0.00,0.00,1.04,6.48,4314.48,-1018522.63
FIBRAPL 14,13/11/20,11:06:32,Venta de Acciones.,100.00,43.22,0.00,0.00,0.00,1.04,6.48,4314.48,-1014208.15
FIBRAPL 14,13/11/20,11:06:32,Venta de Acciones.,100.00,43.22,0.00,0.00,0.00,1.04,6.48,4314.48,-1009893.67
FIBRAPL 14,13/11/20,11:06:32,Venta de Acciones.,100.00,43.22,0.00,0.00,0.00,1.04,6.48,4314.48,-1005579.19
FIBRAPL 14,13/11/20,11:06:33,Venta de Acciones.,380.00,43.22,0.00,0.00,0.00,3.94,24.64,16395.02,-989184.17
FIBRAPL 14,13/11/20,11:06:53,Venta de Acciones.,200.00,43.21,0.00,0.00,0.00,2.07,12.96,8626.96,-980557.20
FIBRAPL 14,13/11/20,11:06:53,Venta de Acciones.,600.00,43.20,0.00,0.00,0.00,6.22,38.88,25874.90,-954682.30
FIBRAPL 14,13/11/20,11:06:53,Venta de Acciones.,100.00,43.20,0.00,0.00,0.00,1.04,6.48,4312.48,-950369.82
FIBRAPL 14,13/11/20,11:06:53,Venta de Acciones.,1100.00,43.20,0.00,0.00,0.00,11.40,71.28,47437.32,-902932.51
FIBRAPL 14,13/11/20,11:07:22,Venta de Acciones.,460.00,43.24,0.00,0.00,0.00,4.77,29.84,19855.79,-883076.71
FIBRAPL 14,13/11/20,11:08:34,Venta de Acciones.,20.00,43.25,0.00,0.00,0.00,0.21,1.30,863.49,-882213.22
FIBRAPL 14,13/11/20,11:08:35,Venta de Acciones.,94.00,43.25,0.00,0.00,0.00,0.98,6.10,4058.43,-878154.79
TERRA 13,13/11/20,2:42:50,Venta de Acciones.,1500.00,30.14,0.00,0.00,0.00,10.85,67.82,45131.33,-833023.46
TERRA 13,13/11/20,2:42:50,Venta de Acciones.,19.00,30.14,0.00,0.00,0.00,0.14,0.86,571.66,-832451.80
TERRA 13,13/11/20,2:42:50,Venta de Acciones.,48.00,30.14,0.00,0.00,0.00,0.35,2.17,1444.20,-831007.59
TERRA 13,13/11/20,2:42:50,Venta de Acciones.,262.00,30.14,0.00,0.00,0.00,1.90,11.85,7882.94,-823124.65
GBMF2 BF,17/11/20,7:48:36,Venta Soc.de Inv.- Cliente              ,4329.00,36.96,0.00,0.00,0.00,0.00,0.00,160019.87,-663104.79
TERRA 13,17/11/20,9:44:50,Compra de Acciones.,252.00,29.76,0.00,0.00,0.00,2.40,15.00,7516.92,-580649.81
TERRA 13,17/11/20,9:44:50,Compra de Acciones.,500.00,29.76,0.00,0.00,0.00,4.76,29.76,14914.52,-595564.33
TERRA 13,17/11/20,9:44:50,Compra de Acciones.,100.00,29.76,0.00,0.00,0.00,0.95,5.95,2982.90,-598547.23
TERRA 13,17/11/20,9:44:50,Compra de Acciones.,200.00,29.76,0.00,0.00,0.00,1.90,11.90,5965.81,-604513.04
TERRA 13,17/11/20,9:44:50,Compra de Acciones.,10.00,29.76,0.00,0.00,0.00,0.10,0.60,298.29,-604811.33
TERRA 13,17/11/20,9:44:50,Compra de Acciones.,100.00,29.76,0.00,0.00,0.00,0.95,5.95,2982.90,-607794.24
TERRA 13,17/11/20,9:44:51,Compra de Acciones.,100.00,29.76,0.00,0.00,0.00,0.95,5.95,2982.90,-610777.14
TERRA 13,17/11/20,9:44:51,Compra de Acciones.,100.00,29.76,0.00,0.00,0.00,0.95,5.95,2982.90,-613760.04
TERRA 13,17/11/20,9:44:51,Compra de Acciones.,190.00,29.76,0.00,0.00,0.00,1.81,11.31,5667.52,-619427.56
TERRA 13,17/11/20,9:44:51,Compra de Acciones.,100.00,29.76,0.00,0.00,0.00,0.95,5.95,2982.90,-622410.47
TERRA 13,17/11/20,9:44:51,Compra de Acciones.,200.00,29.76,0.00,0.00,0.00,1.90,11.90,5965.81,-628376.27
TERRA 13,17/11/20,9:44:51,Compra de Acciones.,1500.00,29.76,0.00,0.00,0.00,14.28,89.28,44743.56,-673119.84
TERRA 13,17/11/20,9:44:51,Compra de Acciones.,283.00,29.76,0.00,0.00,0.00,2.70,16.84,8441.62,-681561.46
TERRA 13,17/11/20,9:44:53,Compra de Acciones.,100.00,29.76,0.00,0.00,0.00,0.95,5.95,2982.90,-684544.36
TERRA 13,17/11/20,9:44:53,Compra de Acciones.,17.00,29.76,0.00,0.00,0.00,0.16,1.01,507.09,-685051.46
TERRA 13,17/11/20,9:45:04,Compra de Acciones.,100.00,29.76,0.00,0.00,0.00,0.95,5.95,2982.90,-688034.36
TERRA 13,17/11/20,9:45:17,Compra de Acciones.,35.00,29.76,0.00,0.00,0.00,0.33,2.08,1044.02,-689078.38
TERRA 13,17/11/20,9:45:17,Compra de Acciones.,400.00,29.76,0.00,0.00,0.00,3.81,23.81,11931.62,-701010.00
TERRA 13,17/11/20,9:45:17,Compra de Acciones.,71.00,29.76,0.00,0.00,0.00,0.68,4.23,2117.86,-703127.86
TERRA 13,17/11/20,9:45:20,Compra de Acciones.,400.00,29.76,0.00,0.00,0.00,3.81,23.81,11931.62,-715059.47
TERRA 13,17/11/20,9:45:20,Compra de Acciones.,71.00,29.76,0.00,0.00,0.00,0.68,4.23,2117.86,-717177.34
TERRA 13,17/11/20,9:45:24,Compra de Acciones.,213.00,29.76,0.00,0.00,0.00,2.03,12.68,6353.59,-723530.92
FDX *,17/11/20,11:20:23,Venta de Acciones.,12.00,5700.01,0.00,0.00,0.00,21.89,136.80,68241.43,-655289.49
GBMF2 BF,17/11/20,12:53:36,Venta Soc.de Inv.- Cliente              ,2434.00,36.96,0.00,0.00,0.00,0.00,0.00,89971.90,-573132.89
GBMF2 BF,18/11/20,7:49:32,Compra Soc.de Inv.- Cliente             ,4640.00,36.97,0.00,0.00,0.00,0.00,0.00,171529.70,-826819.19
GBMF2 BF,19/11/20,7:49:08,Venta Soc.de Inv.- Cliente              ,2223.00,36.97,0.00,0.00,0.00,0.00,0.00,82180.02,-744639.18
GBMF2 BF,20/11/20,9:49:14,Venta Soc.de Inv.- Cliente              ,270.00,36.97,0.00,0.00,0.00,0.00,0.00,9981.31,-734657.86
GBMF2 BF,23/11/20,9:43:44,Venta Soc.de Inv.- Cliente              ,433.00,36.97,0.00,0.00,0.00,0.00,0.00,16007.41,-718650.45
FIBRAPL 14,23/11/20,1:16:05,Compra de Acciones.,100.00,42.93,0.00,0.00,0.00,1.37,8.59,4302.96,-722953.41
FIBRAPL 14,23/11/20,1:16:05,Compra de Acciones.,3.00,42.93,0.00,0.00,0.00,0.04,0.26,129.09,-723082.50
FIBRAPL 14,23/11/20,1:16:05,Compra de Acciones.,10.00,42.93,0.00,0.00,0.00,0.14,0.86,430.30,-723512.80
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,325.00,42.93,0.00,0.00,0.00,4.46,27.90,13984.62,-737497.42
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,100.00,42.93,0.00,0.00,0.00,1.37,8.59,4302.96,-741800.38
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,320.00,42.93,0.00,0.00,0.00,4.40,27.48,13769.47,-755569.85
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,400.00,42.93,0.00,0.00,0.00,5.50,34.34,17211.84,-772781.69
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,42.94,0.00,0.00,0.00,0.04,0.26,129.12,-772910.80
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,100.00,42.94,0.00,0.00,0.00,1.37,8.59,4303.96,-777214.77
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,100.00,42.94,0.00,0.00,0.00,1.37,8.59,4303.96,-781518.73
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,2.00,42.95,0.00,0.00,0.00,0.03,0.17,86.10,-781604.83
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,100.00,42.95,0.00,0.00,0.00,1.37,8.59,4304.96,-785909.79
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,42.96,0.00,0.00,0.00,0.04,0.26,129.18,-786038.97
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,42.97,0.00,0.00,0.00,0.04,0.26,129.21,-786168.18
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,2.00,42.98,0.00,0.00,0.00,0.03,0.17,86.16,-786254.34
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,400.00,42.98,0.00,0.00,0.00,5.50,34.38,17231.89,-803486.22
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,2.00,42.99,0.00,0.00,0.00,0.03,0.17,86.18,-803572.40
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,43.00,0.00,0.00,0.00,0.04,0.26,129.30,-803701.70
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,43.01,0.00,0.00,0.00,0.04,0.26,129.33,-803831.03
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,43.02,0.00,0.00,0.00,0.04,0.26,129.36,-803960.39
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,43.03,0.00,0.00,0.00,0.04,0.26,129.39,-804089.78
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,43.04,0.00,0.00,0.00,0.04,0.26,129.42,-804219.20
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,43.05,0.00,0.00,0.00,0.04,0.26,129.45,-804348.65
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,43.06,0.00,0.00,0.00,0.04,0.26,129.48,-804478.13
FIBRAPL 14,23/11/20,1:16:06,Compra de Acciones.,3.00,43.07,0.00,0.00,0.00,0.04,0.26,129.51,-804607.64
FIBRAPL 14,23/11/20,1:16:07,Compra de Acciones.,2.00,43.08,0.00,0.00,0.00,0.03,0.17,86.36,-804694.00
FIBRAPL 14,23/11/20,1:16:07,Compra de Acciones.,3.00,43.09,0.00,0.00,0.00,0.04,0.26,129.57,-804823.57
FIBRAPL 14,23/11/20,1:16:07,Compra de Acciones.,3.00,43.10,0.00,0.00,0.00,0.04,0.26,129.60,-804953.17
FIBRAPL 14,23/11/20,1:16:07,Compra de Acciones.,321.00,43.14,0.00,0.00,0.00,4.43,27.70,13880.07,-818833.24
MSFT *,24/11/20,11:38:01,Compra de Acciones.,3.00,4280.01,0.00,0.00,0.00,4.11,25.68,12869.82,-831703.06
FIBRAPL 14,24/11/20,1:45:26,Compra de Acciones.,200.00,42.77,0.00,0.00,0.00,2.74,17.11,8573.85,-840276.90
FIBRAPL 14,24/11/20,1:45:27,Compra de Acciones.,100.00,42.77,0.00,0.00,0.00,1.37,8.55,4286.92,-844563.82
FIBRAPL 14,24/11/20,2:06:01,Compra de Acciones.,11.00,42.77,0.00,0.00,0.00,0.15,0.94,471.56,-845035.39
FIBRAPL 14,24/11/20,2:12:17,Compra de Acciones.,100.00,42.77,0.00,0.00,0.00,1.37,8.55,4286.92,-849322.31
FIBRAPL 14,24/11/20,2:38:48,Compra de Acciones.,187.00,42.77,0.00,0.00,0.00,2.56,16.00,8016.55,-857338.85
FIBRAPL 14,24/11/20,2:58:01,Compra de Acciones.,1252.00,42.77,0.00,0.00,0.00,17.14,107.10,53672.27,-911011.13
GBMF2 BF,25/11/20,7:53:23,Venta Soc.de Inv.- Cliente              ,2711.00,36.96,0.00,0.00,0.00,0.00,0.00,100188.94,-810822.19
GBMF2 BF,26/11/20,7:50:23,Venta Soc.de Inv.- Cliente              ,2494.00,36.96,0.00,0.00,0.00,0.00,0.00,92171.82,-718650.37
ALFA A,27/11/20,11:32:53,Compra de Acciones.,944.00,15.60,0.00,0.00,0.00,4.71,29.45,14760.57,-863398.18
ALFA A,27/11/20,11:32:54,Compra de Acciones.,583.00,15.60,0.00,0.00,0.00,2.91,18.19,9115.90,-872514.08
ALFA A,27/11/20,11:32:56,Compra de Acciones.,300.00,15.60,0.00,0.00,0.00,1.50,9.36,4690.86,-877204.94
ALFA A,27/11/20,11:32:56,Compra de Acciones.,148.00,15.60,0.00,0.00,0.00,0.74,4.62,2314.16,-879519.10
ALFA A,27/11/20,11:33:25,Compra de Acciones.,200.00,15.60,0.00,0.00,0.00,1.00,6.24,3127.24,-882646.34
ALFA A,27/11/20,11:33:26,Compra de Acciones.,148.00,15.60,0.00,0.00,0.00,0.74,4.62,2314.16,-884960.49
ALFA A,27/11/20,11:33:27,Compra de Acciones.,98.00,15.60,0.00,0.00,0.00,0.49,3.06,1532.35,-886492.84
